,file,speech
1920,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute on the housing shortage in the detroit area and to revise and extend my remc1rks the speaker is there objection to the request of the gentleman from mich igan there wa no objection mr lesinski addressed the house his remarls appear in the appendix extension of remarks mr kelley of pennsylva a asked and was given permission to extend his remarks in the record and include an article from the washington daily news on the_ subject amputees benefit from artificial limb curbs permissio to address the house mr stewlrt mr speaker i ask unanimous consent to address the house for 1 minute to revise and extend my remarks and to include therein a reso the farmers of logan lution county from the speakeh is there objection to the request of the gentleman from okla homa there was no objection mr stewart addressed the house his remarks appear in the appendix extension of remarks mr outland mr speaker i ask unanimous consent to include in the re marks i expect to make in the commit tee of the whole this afternoon certain editorials and letters the speakir is there objection to the request of the gentleman from cali fornia there was no objection mr mansfield of montana asked and was given permission to extend his remarks in the record and include a copy of a bill he is introducing today mr robertson of north dakota asked and was given permission to ex tend his remarks in the record and in clude therein a letter from strutwear inc dealing with the nylon hosiery question mr jonkman asked axd was given permission to extend his remarks in the record and inc1ude newspaper article mr goodwin asked and was given permission to extend his remarks in the record and inclzdc an editorial mr dondero mr speaker i ask unanimous consen to extend my re marks in the appendix and include therein an article on the gentleman from illinois mr lincoln i am advised by the public printer that it exceeds the limit established by the joint committee on printing by 17340 notwithstand ing i ask unanimous consent _ that the extension may be made the speaker notwithstanding the cost without objection the extension may be made there was no objection mr bennett of missouri asked and was given permission tu extend his re marks in the record and include a speech he recently made in st louis mr miller of nebraska asked and was given permission to extend his re marks in the appendix of the record on three different subjects and include a letter a resolution and an editorial mr lemke asked and was given per mission to extend his remarks in the record and include an excerpt from a letter and an editorial by colonel hansen in the jamestown sun mr eaton asked and was given per mission to extend his remarks in the appendix of the record and insert therein a letter which appeared in the new york
1921,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute to revise and extend my remarks and to include therein a reso the farmers of logan lution county from the speakeh is there objection to the request of the gentleman from okla homa there was no objection mr stewart addressed the house his remarks appear in the appendix extension of remarks mr outland mr speaker i ask unanimous consent to include in the re marks i expect to make in the commit tee of the whole this afternoon certain editorials and letters the speakir is there objection to the request of the gentleman from cali fornia there was no objection mr mansfield of montana asked and was given permission to extend his remarks in the record and include a copy of a bill he is introducing today mr robertson of north dakota asked and was given permission to ex tend his remarks in the record and in clude therein a letter from strutwear inc dealing with the nylon hosiery question mr jonkman asked axd was given permission to extend his remarks in the record and inc1ude newspaper article mr goodwin asked and was given permission to extend his remarks in the record and inclzdc an editorial mr dondero mr speaker i ask unanimous consen to extend my re marks in the appendix and include therein an article on the gentleman from illinois mr lincoln i am advised by the public printer that it exceeds the limit established by the joint committee on printing by 17340 notwithstand ing i ask unanimous consent _ that the extension may be made the speaker notwithstanding the cost without objection the extension may be made there was no objection mr bennett of missouri asked and was given permission tu extend his re marks in the record and include a speech he recently made in st louis mr miller of nebraska asked and was given permission to extend his re marks in the appendix of the record on three different subjects and include a letter a resolution and an editorial mr lemke asked and was given per mission to extend his remarks in the record and include an excerpt from a letter and an editorial by colonel hansen in the jamestown sun mr eaton asked and was given per mission to extend his remarks in the appendix of the record and insert therein a letter which appeared in the new york times from the pen of mr lawrence hunt mr stevenson asked and was given permission to extend his remarks in the record and include a letter from mr art w bardwell superintendent of the latrosse public schools giving his statement in favor of school lunches the united states must be strong in character and power mr canfield mr speaker i ask unanimous consent to address the house for 1 minute the speaker is there objection to the request of the gentleman from new jersey there was no objection mr canfield mr speaker i read from page 1 ofthis mornings new york times
1922,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute the speaker is there objection to the request of the gentleman from new jersey there was no objection mr canfield mr speaker i read from page 1 ofthis mornings new york times real peace is not yet shining on man kind pope pius xii said in his allocution to the secret consistory at which 32 new cardinals were created yesterday cardinal spellman pleaded for application of the golden rule to save the world from doom saying that unless the united states re mained strong enough in character and power to oblige others to do unto us as we 1443 congressional recordhouse february 19 1414 do unto them we also shall be lost enslaved and destroyed veterans of our wars and other citizens of our republic who are patriotic and religious will say amen to these words and most certainly we here in these halls should give heart to them s we proceed with legislation in thesl days for the go9d and welfare of our republic extension of remarks mr keogh mr speaker i recently received permission to include in the reccrd a speech delivered by thp judge advocate general of the army at the brooklyn bar association dinner i have been advised by the public printer that this will t ake three pages of the record and cost 156 notwithstanding which i ask unanimous consent to include it in the record the speaker without objection notwithstanding the cost the extension may be made there was no objection mr keogh asked and was given per mission to extend his rer _arks in the record in two instances in one to in clude an article which recently appeared in the editor and publisher on the civic accomplishments of frank d schroth editor of the brooklyn eagle and in the other a report and letter written by dr charles m carter of new york medical director of the american medi cal relief for italy society mr sabath mr speaker i ask unanimous consent to extend my re marks in the record and include an edi torial from the chicago sun rnd from the philadelphia record also copy of a letter which i have addressed to the chairman of the unamerican activi ties committee thp speaker is there objection to the request of the gentleman from illi nois mr hofflian mr speaker reserv inj the right to object what are those editorials about are they an attack on a member of congress mr sabath no i never make an attack on members of congress mrhoffman but do the editorials make the attack mr sabath no the editorials are in the right direction and if the gentle man from michigan will read them he will see that they are in the right direc tion the speaker is there objection to the request of the gentleman from illi nois there was no objection d i sens_ing with calendar wednesday mr mccormack mr speaker i ask unanimous consent that the business in order on
1923,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute to revise and extend my remarks and include in the record the communistic record of mr clyde e miller the speaker _is there objection to the request of the gentleman from new jersey tllere was no objection mr thomas of new jersey addressed the house his remarks appear in the appendix extension of remarks mr rizley mr speaker yesterday i obtained permission to insert a very interesting address made by the gover nor of kansas in the state of oklahoma i find tllis exceeds the authorized limit and the public printer advises nie it will cost 19080 to put it in but i ask that it be printed notwithstanding that fact the speaker without objection notwithstanding the cost the extension may be made there was no objection permission to address the house mr weichel mr speaker i ask unanimous consent to address the house for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from ohio there was no objection mr weichel addressed the house his remarks appear in the appendix extension of remarks mr pittenger asked and was given permission to extend his remarks in the record and include some testimony be fore the subcommittee of the senate for eign relations committee yesterday and today mrs rogers of massachusetts mr speaker i ask unanimous consent to extend my remarks in the record and include an appeal to president truman by a lowell lithuanian group which appeared in the lowell sun they make a very strong appeal to the president for protection the speaker is there objection to the request of the gent lewoman from massachusetts there was no objection mr barrett of wyoming asked and was given permission to extend his re marks in the record and include an edi torial permission to address the house mrs rogers of massachusetts mr speaker i ask unanimous consent to ad dress the house for 1 minute and in clude an editorial which appeared in the washington post this morning the speaker is there objection to the request of the gentlewoman from massachusetts there was no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix the speaker is there objection to the request of the gentleman from ohio there was nc object ion mr bender mr speaker i am ask ing the war department to offer some explanat ion for the continued presence of american troops in india we were told some time back that our forces were being retained in china to disarm the japanese this was plausible certain ly our forces are not in india for that purpose just why are they there is it possible that we are also committed by some secret agreement to the mainte nance of american troops in british pos sessions for the purpose of putting down any possible insurrection which may oc cur in that country whatever the rea son may be the people
1924,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from ohio there was no objection mr weichel addressed the house his remarks appear in the appendix extension of remarks mr pittenger asked and was given permission to extend his remarks in the record and include some testimony be fore the subcommittee of the senate for eign relations committee yesterday and today mrs rogers of massachusetts mr speaker i ask unanimous consent to extend my remarks in the record and include an appeal to president truman by a lowell lithuanian group which appeared in the lowell sun they make a very strong appeal to the president for protection the speaker is there objection to the request of the gent lewoman from massachusetts there was no objection mr barrett of wyoming asked and was given permission to extend his re marks in the record and include an edi torial permission to address the house mrs rogers of massachusetts mr speaker i ask unanimous consent to ad dress the house for 1 minute and in clude an editorial which appeared in the washington post this morning the speaker is there objection to the request of the gentlewoman from massachusetts there was no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix the speaker is there objection to the request of the gentleman from ohio there was nc object ion mr bender mr speaker i am ask ing the war department to offer some explanat ion for the continued presence of american troops in india we were told some time back that our forces were being retained in china to disarm the japanese this was plausible certain ly our forces are not in india for that purpose just why are they there is it possible that we are also committed by some secret agreement to the mainte nance of american troops in british pos sessions for the purpose of putting down any possible insurrection which may oc cur in that country whatever the rea son may be the people of this country ought _to be informed in my opinion but one inference is justified we are again the victims of secret diplomacy we have been again betrayed by our representatives these troops are maintained in india to give notice to the indian people that ameri can military power will support british imperialisln in the riots this week it was announced that 14 persons had been killed and 170 injured eighteen ameri can soldiers were among the injured our men were ordered to take no part whatever in the activities of the day but were restricted to quarters they used tear gas to defend themselves and were shouted at by the rioters under these circumstances we are certainly entitled to know just what these men are doing there we have not declared war against the hindus or the moslems in india the american people are sympathetic toward
1925,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute and in clude an editorial which appeared in the washington post this morning the speaker is there objection to the request of the gentlewoman from massachusetts there was no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix the speaker is there objection to the request of the gentleman from ohio there was nc object ion mr bender mr speaker i am ask ing the war department to offer some explanat ion for the continued presence of american troops in india we were told some time back that our forces were being retained in china to disarm the japanese this was plausible certain ly our forces are not in india for that purpose just why are they there is it possible that we are also committed by some secret agreement to the mainte nance of american troops in british pos sessions for the purpose of putting down any possible insurrection which may oc cur in that country whatever the rea son may be the people of this country ought _to be informed in my opinion but one inference is justified we are again the victims of secret diplomacy we have been again betrayed by our representatives these troops are maintained in india to give notice to the indian people that ameri can military power will support british imperialisln in the riots this week it was announced that 14 persons had been killed and 170 injured eighteen ameri can soldiers were among the injured our men were ordered to take no part whatever in the activities of the day but were restricted to quarters they used tear gas to defend themselves and were shouted at by the rioters under these circumstances we are certainly entitled to know just what these men are doing there we have not declared war against the hindus or the moslems in india the american people are sympathetic toward their aspirations for freedom and selfgovernment the presence of armed americans is quite as obnoxious to them as the presence of armed british the presence of americans in india will prove a tremendous drain on that reservoir of good will which mr wendell willkie talked about when he traveled across the world in 1941 new york stock exchange says war bonds world s best investment mr doyle mr speaker i ask unan imous consent to address the house for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from cali fcrnia there was no objection mr doyle mr speaker this morn ing i received a copy from the new york stock exchange of a release dated feb ruary 18 stating the relative value of the united states war bonds as compared with other investments here it is in my hand i take a minute or so to call tliis to the attention of some members of this house most of whom happen to be on the minority side
1926,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from cali fcrnia there was no objection mr doyle mr speaker this morn ing i received a copy from the new york stock exchange of a release dated feb ruary 18 stating the relative value of the united states war bonds as compared with other investments here it is in my hand i take a minute or so to call tliis to the attention of some members of this house most of whom happen to be on the minority side of the aisle and who habitually state on the floor of this house in substance and in effect that the united sttes war bonds are of shrinking value that this government is insolvent that this nation is bankrupt and by their words on t he floor of this house thus can only spread fear and anxiety in the minds of those whitecollar workers and other investors who loyally extension of remarks american troops in india mr gossett asked and was given permission to ext end his remarks in the appendix of the reccjrd mr bender mr speaker i ask unanimous consent to address the house for 1 minute 1946 congressional recordhouse and patriotically bought war bonds of this government during this war but regardless of what these individual mem bers of this house have or may continue to say as to their own personal opinion of the value of these war bonds which are held by millions and millions of ameri can citizens and which are the only in vestments of literally millions of patri otic american folks i now read to you the opinion of a new york stock exchange under date of february 18 1946 may i respectfully suggest that these members who have had this particular habit change their attack and criticism and instead speak in terms of hope and secu rity and boost instead of knock but here is what the new york stock ex change states quote to aid you in sound investment practices the new york stock exchange offers these five points for investors 1 hold your united states war bonds dont let anyone talk you into cashing them for any reinvestment purpose 2 buy united states savings bonds they are identical with united states war bonds and both are the worlds best investments mr speaker as for my part i will take the judgment of the new york stock ex change in preference to the members of this house to whose attention i particu larly call the stockexchange opinion mr speaker unfounded and unwar ranted attack on the solvency of our great nation and upon the soundness of its war bonds not only spreads fear but it furnishes fertile soil for all sorts of radi calism let members of this house weigh well their words on the subject of our war bonds before they next speak about them they better talk it
1927,GPO-CRECB-1946-pt2-1-1.pdf,for 1 minute 1946 congressional recordhouse and patriotically bought war bonds of this government during this war but regardless of what these individual mem bers of this house have or may continue to say as to their own personal opinion of the value of these war bonds which are held by millions and millions of ameri can citizens and which are the only in vestments of literally millions of patri otic american folks i now read to you the opinion of a new york stock exchange under date of february 18 1946 may i respectfully suggest that these members who have had this particular habit change their attack and criticism and instead speak in terms of hope and secu rity and boost instead of knock but here is what the new york stock ex change states quote to aid you in sound investment practices the new york stock exchange offers these five points for investors 1 hold your united states war bonds dont let anyone talk you into cashing them for any reinvestment purpose 2 buy united states savings bonds they are identical with united states war bonds and both are the worlds best investments mr speaker as for my part i will take the judgment of the new york stock ex change in preference to the members of this house to whose attention i particu larly call the stockexchange opinion mr speaker unfounded and unwar ranted attack on the solvency of our great nation and upon the soundness of its war bonds not only spreads fear but it furnishes fertile soil for all sorts of radi calism let members of this house weigh well their words on the subject of our war bonds before they next speak about them they better talk it over with the new york stock exchange and get the real facts extension of remarks mr carnahan asked and was given_ permission to extend his remarks in the record and include an editorial from the february 7 edition of the newsdemo crat of festus mo mr hale asked and was given per mission to extend his remarks in the record and include an address delivered by the gentleman from california mr johnson entitled republicans and world peace private calendar the speaker this is private cal endar day the clerk will call the first individual bill on the private calendar estate of agnee j allberry the clerk called the bill s 865 for the relief of the est ate of agnes j all berry there being no objection the clerk read the bill as follows be it enacted etc that the secretary of the treasury is authorized and directed to pay out of any money in the treasury not ot herwise appropriated to the estate of agnes j auberry the sum of 5000 in full satisfaction af all claims against the united states for compensation for the death of the said agnes j auberry who died in hawaii on au gust 11 1943 as the result of
1928,GPO-CRECB-1946-pt8-13-2.pdf,for 1 minute the speaker is there objection to the request of the gentleman from new york there was no objection mr marcantonio mr speaker it is obvious that we have reached an im passe and somebody has to surrender the proponent of the resolution the gentleman from mississippi mr ran kin refuses to hold it in abeyance so as to permit other legislation vital legislation to be enacted heretofore my points of no quorum did not hold up either socialsecurity legislation nor am putees automobile legislation nor ter minal leave pay now i am confronted with a different condition if i continue to raise points of order i will be endan gering three very important pieces of legislation appropriations for terminal leave pay appropriations for automobiles for amputees and social security i want those three pieces of legislation passed before we adjourn inasmuch as the gentleman from mississippi mr rankin will not yield to save these bills and much as i hate to do it as i have never raised the white fiag before i will not insist on any further points of order i take this position only in the interests of the veterans and the aged i shall however vote against this un american resolution and i oppose it in the interests of american democracy proceedings against richard morford the speaker the clerk will read the resolution the clerk read as follows house resolution 752 resolved that the speaker of the house of representatives certify the foregoing re port of the house committee on unamer ican activities as to the willful and deliber ate refusal of the following person to produce before the said committee for its inspection certain books papers and records which had been duly subpenaed and to testify under oath concerning all pertinent facts relating thereto under seal of the house of repre sentatives to the united states attorney for the district of columbia to the end that the said person named below may be proceeded against in the manner and form provided by law richard morford 114 east thirtysecond street new york n y mr rankin mr speaker the gen tleman from new york mr marcan tonio said he was raising the white flag surrendering and quitting his filibuster against this resolution he may not know it but he did not raise a white flag he raised an american flag richard morford claims to be an execu tive director of the national council of americansoviet friendship inc with offices at 114 east thirtysecond street new york city he appeared before the committee on march 6 1946 and ad mitted that he had custody of all books papers and records of the organization and that in substance he is also in charge of the headquarters office in new york he admitted his organization communi cated with persons in moscow and in other countries outside the united states and said further that the organization had a special committee engaged in co ordinating information and publishing
1929,GPO-CRECB-1946-pt8-13-2.pdf,for 1 minute and to revise and ex tend my remarks the speaker is there objection to the request of the gentleman from illi nois there was no objection mr kelly of dlinois mr speaker on monday last the chicago sun a daily newspaper carried an editorial regard ing my votes on certain legislative mat ters with which they or anyone else have a right t disagree however in view of what is now hap pening in europeas i read in the morn ing paper at leastthey may agree with the demand that soviet foreign minister v m molotov is now seeking in his de mand for peace by crushing out of ex istence the form of government of an other country whose people are satisfied with its regime the majority leader the gentleman from massachusetts the honorable john mccormack struck the nail on the head saturday last in an eloquent address before this chamber as to what is happening under the spread of com munism in europe while the sun and i may disagree i am not ready to give america away the smith amendment to the emer gency housing bill that i voted for i would gladly support again i was one who spoke and voted to repeal the eighteenth amendment to the constitution because of the everlasting encroachment practiced by government agencies into the lives and homes of american citizens i well remember the jones 5and10 law i certainly would never allow that to happen again in america the democratic party came into power in 1930 fighting the very issue that you now condemn me for not support ing in section 703 of the national hous ing act which was equivalent to the jones 5and10 law if section 703 remained in the bill it would practically make wilson wyatt or whoever would be the administrator a building czar it would give him the right to go into the books and files of all persons firms and corporations or persons having any thing to do with distribution sale or handling in any manner of materials that go into the construction of homes including the sale of vacant property if this amendment were not defeated it would show absolute lack of faith in the honesty and integrity of the ameri can people it would make it criminal in cases where persons were selling real estate if they could not produce canceled mort gages and tax receipts even though they were not iri default but if these were asked for and were not forthcoming the building czar could under this section question the honesty of the seller the smith amendment which i sup ported strikes out the language that would give the housing czar the power of subpena and the unconscionable penal ties5000 fine or a year of imprison ment or both for violation this section would if it remained in the bill strike at the heart of the little fellow who is more or less careless in keeping documents
1930,GPO-CRECB-1946-pt8-13-2.pdf,for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentlewoman from california mrs douglas of california mr speaker last week within the borders of this democracyfor the preservation of which nearly a quarter of a million young men laid down their lives in the recent world warfour american citizens two of them women and one a veteran of 5 years service in the armywere brutally shot by an armed and apparently dis ciplined band of unmasked men this week we learned that at almost the same time another american citizen in another state was lynched and the press carried stories about still another who served 15 months in the philippines and new guinea being dragged of a bus in another state by two policemen who beat him and gouged out his eyes these people were negroes had any of the crimes against them been com mitted by our enemies in the war the perpetrators would have been summarily sought out and punished for nearly half a century46 years antilynching bills have been brought one after another before the lawmakers of the united states even now in the seventyninth congress seven such bills have been before the judiciary commit tee of the house of representatives since january 1945 and now we are about to adjourn and this unfinished leaving go home business they say that lynchings have de creased in the united states in recent years but so long as one lynching is committed in this countrythat one is too many we cannot legislate against the right of free speech which permits people to make inflammatory statements that fo ment prejudice and contribute to lynch ingsany more than we can legislate against prejudice itself but it is within our powerand it is our responsibility a responsibility that congress has shirked too longto enact legislation that will stop these murders the attorney general of the united states and his staff have acted in these recent lynchings with a promptness that is to be highly commended the presi dent of the united states has expressed himself forcefully on the horror of these acts of violence he has again gone on recordas he did when he was a mem ber of congressfor the passage of federal antilynching legislation the federal government through the attorney general is doing all that it is now empowered to do fbi agents in vited by governor arnall are in his and other states where the crimes have been committed the local district attorneys are working closely with the attorney congressional recordhouse august 2 10772 generals office the civil rights sec tion of the attorney generals office is studying all complaints for any sign or evidence which will permit the federal government to step in but right here we come up against states rights murder is a state affair though it is the shame of the entire nation the federal governmentthe attor ney generals officecan interfere only where it
1931,GPO-CRECB-1946-pt8-13-2.pdf,for 1 minute and to revise and extend my remarks the speaker without objection it is so ordered there was no objection mr canfield mr speaker when h r 6024 was debated on july 10 the gentleman from south dakota mr mundt claimed to have seen rank in stances of pollution in the state of new jersey early that month and he made the following statement i regret that a great state like new jersey should have what virtually represent open sewers coursing through its fair common wealth and misnamed streams and rivers i believe legislation of this type could help to correct that very serious situation and i believe that if you good new jersey people during the week will go back and stand on the banks of those streams with a clothespin on your nose and dark glasses on your eyes looking at the disgraceful misuse of the water courses which is permitted in new jersey you can come back in a better mood to vote for pollution control legislation mr speaker since that time i have returned to new jersey and i did not need a clothespin nor dark glasses to look on new jerseys waterways nor have i come back any more inclined to vote for this bill which is a gratuitous invasion of the rights of the state of new jersey and every other state 10777 we of new jersey do not claim that our streams are free of all pollution they are not and possibly they can never be because new jersey is an industrial state and our navigable waters are used by vessels of commerce more than any other such waters in the united states as they serve the great ports of new york and philadelphia jersey the gentleman from south dakota overlooked this no doubt when he saw our waterways and perhaps he com pared them with those of his state he should have borne in mind that new jersey ranks fortyseventh in land area in the united states and south dakota fourteenth new jersey ranks ninth in density of population and south dakota fortyfirst yet new ranked seventh in war contracts awarded and south dakota fortyseventh so the gen tleman from south dakota when speak ing of the relatively clean waters of south dakota in contrast to the alleged polluted waters in new jersey should realize how densely populated and heav uy industrialized new jersey is compared to the sparse populations and practically no industrial activity in south dakota we of new jersey who have spent and are spending millions of dollars annually to combat pollution do resent the unwar ranted and untrue charge that our streams and rivers are open sewers we are combatting pollution and we are winning despite the interruptions of pol lution control already caused by the united states public health service and other federal agencies yet even with the pollution that went with new jerseys industrial contribu tions to the war efforts it might be pointed
1932,GPO-CRECB-1946-pt8-9-2.pdf,for 1 minute and to revise and extend my remarks in the record the speaker is there objection to the request of the gentleman from illi nois there was no objection mr johnson of illinois addressed the house his remarks appear in the appendix mr howell mr speaker i ask unanimous consent to address the house for 1 minute and to lievise and extend my remarks the speaker is there objection to the request of the gentleman from illi nois there was no objection mr howell addressed the house his remarks appear in the appendix mrs rogers of massachusetts mr speaker i ask unanimous consent to ad dress the house for 1 minute to revise and extend my remarks and include as a part ofthem a petition with two thou sand names asking for the passage of the socalled amputeparaplegic bill and also to include a letter fr_om marshall field the speaker is there objection to the request of the gentlewoman from massachuetts there ws no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix special orders granted mr phillips mr speaker i ask unanimous consent that on thursday next at the conclusion of the legislative program of the day and following any special orders heretofore entered i may be permitted to address the hquse for 15 minutes the speaker is there objection to the requ est of the gentleman from cali fornia there was no objection mrs rogers of massachusetts mr speaker i ask unanimous consent that today following any special orders here tofore entered i may be permitted to address the hou e for 1 hopr the speaker is there objection to the rquest of the gentlewoman from massa chusetts there was no objection extension of remarks mrs luce asked and wls given per mission to extend her remarks in the record in two i nstances mr mundt asked and was given per mission to extend his remarks in the rec ord and include a copy of a letter he ad dressed to the editor of the aberdeen americannews mr gearhart asked and was given permssion to extend his remarks in the record in three instances and include in each extraneous matter mr reed of new york asked and was given permission to extend his remarks in the record in two instances and in clude in each an address delivered by frank gannett mr chiperfield asked and was given permission to extend his remarks in the record mr brehm asked and was given per mission to extend his remarks in the record mr buck at the request of mr mar tin of massachusetts was given permis sion to extend his remarks in the record in two instances permission to address the house mr weichel mr speaker i ask unanimous consent to address the house for 1 minute to revise and extend my remarks and include a copy of a bill the speaker is there objection to the request of the gentleman from
1933,GPO-CRECB-1946-pt8-9-2.pdf,for 1 minute and to lievise and extend my remarks the speaker is there objection to the request of the gentleman from illi nois there was no objection mr howell addressed the house his remarks appear in the appendix mrs rogers of massachusetts mr speaker i ask unanimous consent to ad dress the house for 1 minute to revise and extend my remarks and include as a part ofthem a petition with two thou sand names asking for the passage of the socalled amputeparaplegic bill and also to include a letter fr_om marshall field the speaker is there objection to the request of the gentlewoman from massachuetts there ws no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix special orders granted mr phillips mr speaker i ask unanimous consent that on thursday next at the conclusion of the legislative program of the day and following any special orders heretofore entered i may be permitted to address the hquse for 15 minutes the speaker is there objection to the requ est of the gentleman from cali fornia there was no objection mrs rogers of massachusetts mr speaker i ask unanimous consent that today following any special orders here tofore entered i may be permitted to address the hou e for 1 hopr the speaker is there objection to the rquest of the gentlewoman from massa chusetts there was no objection extension of remarks mrs luce asked and wls given per mission to extend her remarks in the record in two i nstances mr mundt asked and was given per mission to extend his remarks in the rec ord and include a copy of a letter he ad dressed to the editor of the aberdeen americannews mr gearhart asked and was given permssion to extend his remarks in the record in three instances and include in each extraneous matter mr reed of new york asked and was given permission to extend his remarks in the record in two instances and in clude in each an address delivered by frank gannett mr chiperfield asked and was given permission to extend his remarks in the record mr brehm asked and was given per mission to extend his remarks in the record mr buck at the request of mr mar tin of massachusetts was given permis sion to extend his remarks in the record in two instances permission to address the house mr weichel mr speaker i ask unanimous consent to address the house for 1 minute to revise and extend my remarks and include a copy of a bill the speaker is there objection to the request of the gentleman from ohio there was no objection mr weichel addressed the house his remarks appear in the appendix mr voorhis of california mr speaker i ask unanimous conserit to ad dress the house for 1 minute to revise and extend my remarks and include cer tain tables the speaker is there objection to the request of the gentleman
1934,GPO-CRECB-1946-pt8-9-2.pdf,for 1 minute to revise and extend my remarks and include as a part ofthem a petition with two thou sand names asking for the passage of the socalled amputeparaplegic bill and also to include a letter fr_om marshall field the speaker is there objection to the request of the gentlewoman from massachuetts there ws no objection mrs rogers of massachusetts ad dressed the house her remarks appear in the appendix special orders granted mr phillips mr speaker i ask unanimous consent that on thursday next at the conclusion of the legislative program of the day and following any special orders heretofore entered i may be permitted to address the hquse for 15 minutes the speaker is there objection to the requ est of the gentleman from cali fornia there was no objection mrs rogers of massachusetts mr speaker i ask unanimous consent that today following any special orders here tofore entered i may be permitted to address the hou e for 1 hopr the speaker is there objection to the rquest of the gentlewoman from massa chusetts there was no objection extension of remarks mrs luce asked and wls given per mission to extend her remarks in the record in two i nstances mr mundt asked and was given per mission to extend his remarks in the rec ord and include a copy of a letter he ad dressed to the editor of the aberdeen americannews mr gearhart asked and was given permssion to extend his remarks in the record in three instances and include in each extraneous matter mr reed of new york asked and was given permission to extend his remarks in the record in two instances and in clude in each an address delivered by frank gannett mr chiperfield asked and was given permission to extend his remarks in the record mr brehm asked and was given per mission to extend his remarks in the record mr buck at the request of mr mar tin of massachusetts was given permis sion to extend his remarks in the record in two instances permission to address the house mr weichel mr speaker i ask unanimous consent to address the house for 1 minute to revise and extend my remarks and include a copy of a bill the speaker is there objection to the request of the gentleman from ohio there was no objection mr weichel addressed the house his remarks appear in the appendix mr voorhis of california mr speaker i ask unanimous conserit to ad dress the house for 1 minute to revise and extend my remarks and include cer tain tables the speaker is there objection to the request of the gentleman from cali fornia there was no objection mr voorhis of california addressed the house his remarks appear in tht appendix mr savage mr _speaker i ask unanimous consent to address the house for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from
1935,GPO-CRECB-1946-pt8-9-2.pdf,for 1 minute to revise and extend my remarks and include a copy of a bill the speaker is there objection to the request of the gentleman from ohio there was no objection mr weichel addressed the house his remarks appear in the appendix mr voorhis of california mr speaker i ask unanimous conserit to ad dress the house for 1 minute to revise and extend my remarks and include cer tain tables the speaker is there objection to the request of the gentleman from cali fornia there was no objection mr voorhis of california addressed the house his remarks appear in tht appendix mr savage mr _speaker i ask unanimous consent to address the house for 1 minute and to revise and extend my remarks the speaker is there objection to the request of the gentleman from wash ington there was no objection mr savage mr speaker i see where the republicans are going to low er the taxes and at the same time bal i gues they must ance the budget think they are ujagicians i do not be lieve that and i do not thin the public 1946 congressional recordhouse 10391 generally does if they are going to bal ance the budget they have to maintain the taxes so i just hope they do not in sist on telling the innocent people that they can lower the taxes 20 percent and at the same time make payments on the national debt mr rich mr speaker will the gen tleman yield mr savage i yield to the gentle man from pennsylvania mr rich when andrew mellon was secretary of the treasury they did that very thing and they can do it again because they will stop a lot of this boon doggling and a lot of this unnecessary spending that is the way they will do it mr savage when the republicans take all these services a way from the people and stop distribution of purchas ing power then we will go into another depression more vicious than the last one they got us into because of their lack of knowledge of economics and their lack of interest for the american public the speaker the time of the gen tleman from washington has expired veterans canteen service in the veterans administration mr rankin mr speaker i ask unanimous consent to take from the speakers table the bill h r 6836 to establish and provide for the mainte nance and operation of a veterans can teen service in the veterans adminis tration and for other purposes with senate amendments thereto and concur in the senate amendments the clerk read the title of the bill the clerk read the senate amend ments as follows page 3 lines 23 24 and 25 strike out and to maintain the operation of the service on a selfsustaining basis page 5 strike out lines 6 to 13 inclusive page 5 line 14 strike out 5 and insert 4 page 6 line 4 strike out
